average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.1932578,-0.04332292469218373,1.4167823,0.16649549216032028,102.01,3.45,100.0,3.43,0.394548502294801,728,6048,252.0,64512,258048
2.1725917,-0.044837811421602966,1.5873368,0.19300587922334672,99.0,3.58,100.48,3.4,0.16795628172378274,721,6072,253.0,64768,259072
2.0995622,-0.041992223327979444,1.5808973,0.17827700056135654,95.8,3.25,100.61,3.36,0.4984199635170783,695,6096,254.0,65024,260096
2.1394532,-0.042956252936273816,1.3359245,0.23680756844580172,96.97,3.42,100.27,3.36,0.11900892469910207,719,6120,255.0,65280,261120
2.1904786,-0.04109474567696452,1.7161596,0.21739042446017265,97.75,3.54,99.55,3.33,0.5755591071136642,719,6144,256.0,65536,262144
2.184169,-0.03990589630790055,1.8338729,0.18817100405693055,100.09,3.67,100.72,3.44,0.7315682917617751,731,6168,257.0,65792,263168
2.2427332,-0.03968935275450349,1.657229,0.1912394218146801,101.96,3.62,102.38,3.67,0.5259946830551949,705,6192,258.0,66048,264192
2.1936233,-0.03993273241445422,1.9394289,0.16864273846149444,102.42,3.7,98.99,3.3,0.4317448601699442,702,6216,259.0,66304,265216
2.1321547,-0.04407595906406641,2.049198,0.18434658594429493,101.5,3.64,97.66,3.35,0.40953601658831484,679,6240,260.0,66560,266240
2.1321497,-0.03971623107790947,2.082042,0.20823572531342507,103.68,3.89,99.76,3.34,0.5464920259039324,715,6264,261.0,66816,267264
2.1380796,-0.04176893437281251,2.2188308,0.23948769859969615,105.79,4.06,99.5,3.43,0.40057608035039816,713,6288,262.0,67072,268288
2.0864165,-0.04628024526871741,2.1034992,0.23722143664956094,106.59,4.07,100.5,3.53,0.5129748222084286,702,6312,263.0,67328,269312
2.187331,-0.04187669550068676,1.6741041,0.20746619902551175,107.14,3.98,99.85,3.7,0.6735098090456858,726,6336,264.0,67584,270336
2.2316458,-0.04601501273922622,1.7452184,0.18685937456786633,109.27,4.01,101.69,3.65,0.5969625121838811,728,6360,265.0,67840,271360
2.1869462,-0.049622990181669595,1.580827,0.1559817887097597,104.59,3.71,102.15,3.61,0.42059639167382556,707,6384,266.0,68096,272384
2.1949794,-0.04808690628968179,1.5766177,0.1456075568497181,103.64,3.67,99.31,3.4,0.40022781323144563,716,6408,267.0,68352,273408
2.1701412,-0.04753735617734492,1.5968469,0.1433261737972498,100.16,3.53,98.38,3.37,0.5709543007117324,702,6432,268.0,68608,274432
2.2585025,-0.05002670899033546,1.291214,0.1460313744097948,100.38,3.52,100.64,3.4,0.3205249183885954,699,6456,269.0,68864,275456
2.2708423,-0.0505289916228503,1.3031126,0.13347697585821153,99.26,3.29,104.19,3.52,0.518871481284056,706,6480,270.0,69120,276480
2.241832,-0.04640959160402417,1.2903181,0.12866614043712615,96.58,3.09,104.32,3.53,0.23353485006423402,718,6504,271.0,69376,277504
2.2522883,-0.04469189397059381,1.3970215,0.13904260627925397,97.58,3.14,102.73,3.35,0.21491065827175249,710,6528,272.0,69632,278528
2.225314,-0.045851767491549254,1.4053063,0.12792085960507393,98.1,3.16,101.11,2.93,0.27810775203549143,702,6552,273.0,69888,279552
2.1785138,-0.04727255298756063,1.4306272,0.13365590490400792,96.22,3.06,101.59,2.92,0.4113852268935243,715,6576,274.0,70144,280576
2.1411884,-0.047620100332424045,1.3612657,0.15069140553474425,95.99,3.01,100.41,3.08,0.4307899981315708,710,6600,275.0,70400,281600
2.1359975,-0.04750172069296241,1.2024019,0.14603947184979915,94.17,3.02,100.61,3.0,0.26099688574675717,672,6624,276.0,70656,282624
2.1792357,-0.047488573323935274,1.5787578,0.15964654520153998,93.0,2.92,102.75,3.1,0.45752100144654784,712,6648,277.0,70912,283648
2.1290805,-0.04755684467032552,1.4176662,0.1705430094152689,95.35,2.97,103.89,3.09,0.4127602678435244,722,6672,278.0,71168,284672
2.1201153,-0.047755714766681195,1.2460123,0.16424308627843856,96.07,3.14,105.39,3.3,0.4514282132329652,719,6696,279.0,71424,285696
2.1596951,-0.04823283377103507,1.3614765,0.15559087932109833,99.22,3.51,102.4,3.17,0.5130270530085921,719,6720,280.0,71680,286720
2.191544,-0.04873018127866089,1.3383167,0.139725157096982,101.17,3.56,103.82,3.15,0.47819780282043045,718,6744,281.0,71936,287744
2.0727358,-0.04835135666653514,1.5360202,0.14110106498003006,101.27,3.61,106.2,3.33,0.3432344031492016,732,6768,282.0,72192,288768
2.1289837,-0.049976895693689585,1.5434583,0.13119866631925106,101.75,3.64,107.26,3.4,0.3031838522196574,719,6792,283.0,72448,289792
2.1327455,-0.05200890727341175,1.4023867,0.1446673998236656,104.78,3.87,107.31,3.55,0.07735249912994702,725,6816,284.0,72704,290816
2.0988426,-0.05388785976916552,1.4604665,0.15208325102925302,107.68,3.98,110.04,3.7,0.4864740944912562,703,6840,285.0,72960,291840
2.1455152,-0.04914133354090154,1.5774871,0.14954846747219563,110.03,4.04,111.28,3.87,0.45913402768316336,727,6864,286.0,73216,292864
2.181771,-0.049590051351115105,1.3338933,0.14693424589931964,110.64,3.99,111.16,3.89,0.5163080075709233,722,6888,287.0,73472,293888
2.1769786,-0.04838336767628789,1.5101124,0.1475144013762474,112.15,4.15,109.57,3.89,0.31093534774887077,728,6912,288.0,73728,294912
2.1725097,-0.04849358357489109,1.3886658,0.1535640127956867,111.49,4.22,108.49,3.76,0.21634369172467083,700,6936,289.0,73984,295936
2.0838964,-0.046898894868791105,1.6554142,0.16279791310429573,114.08,4.47,108.03,3.73,0.44594026316277247,711,6960,290.0,74240,296960
2.1231134,-0.05008196340873838,1.2814004,0.15240603867918254,113.18,4.13,109.22,3.83,0.32056827929393084,702,6984,291.0,74496,297984
2.1120477,-0.05080811699852347,1.6391553,0.14901307817548515,111.37,4.15,107.81,3.65,0.4936017573389184,726,7008,292.0,74752,299008
2.1087651,-0.04772227281704545,1.3630648,0.13712864082306622,110.64,4.06,106.76,3.68,0.41729245347772514,713,7032,293.0,75008,300032
2.0655832,-0.04758800338953734,1.5908892,0.11995251897722482,110.25,3.95,106.09,3.52,0.6472424518785647,717,7056,294.0,75264,301056
2.0784879,-0.0443260327167809,1.2548882,0.12930206801742317,107.43,3.83,102.6,3.29,0.48241519316063475,665,7080,295.0,75520,302080
2.0302806,-0.047315698340535166,1.3369112,0.12695139773190023,107.12,3.73,98.3,3.09,0.28911203013167,726,7104,296.0,75776,303104
2.049739,-0.04763613406568765,1.392347,0.11942556887865066,107.4,3.82,100.14,3.09,0.601535261225114,708,7128,297.0,76032,304128
2.0589457,-0.046040481217205526,1.3492925,0.14056307852268218,107.65,3.88,100.86,3.08,0.2753525828775174,719,7152,298.0,76288,305152
2.0237303,-0.04727338489145041,1.3002534,0.15402334034442902,109.45,3.88,102.73,3.22,0.3250889542067883,703,7176,299.0,76544,306176
2.062564,-0.04807799706235528,1.36905,0.14028140362352132,105.28,3.49,100.65,3.18,0.4059465861458895,719,7200,300.0,76800,307200
2.0840116,-0.04933635491877794,1.2949433,0.13695961702615023,107.17,3.53,99.35,3.11,0.5177105243667437,717,7224,301.0,77056,308224
2.105902,-0.04956648893654347,1.2907376,0.13569705445319413,107.32,3.66,99.59,3.26,0.4212488362635679,709,7248,302.0,77312,309248
2.0542336,-0.04900129856541753,1.4755793,0.13533759135752915,108.37,3.71,97.75,3.19,-0.027703459216567028,695,7272,303.0,77568,310272
2.1253448,-0.046977155515924095,1.4819582,0.148634290471673,104.8,3.47,98.51,3.37,0.2909176469350466,731,7296,304.0,77824,311296
2.1206899,-0.05376960069872439,1.4981406,0.1627781057357788,111.6,3.84,100.31,3.41,0.4667733964031682,728,7320,305.0,78080,312320
2.1486285,-0.05225829422473907,1.580706,0.17276015728712082,110.83,3.78,101.63,3.4,0.4628215563059723,716,7344,306.0,78336,313344
2.1439736,-0.049737610332667825,1.4120772,0.16995716594159604,109.36,3.77,105.02,3.59,0.3490324149377757,705,7368,307.0,78592,314368
2.1463008,-0.052357148081064224,1.3340131,0.17818147696554662,109.85,3.83,107.12,3.63,0.2491300403044171,709,7392,308.0,78848,315392
2.1636245,-0.046123137567192316,1.5569856,0.19652920864522458,112.22,4.0,106.16,3.83,0.22053596769890194,729,7416,309.0,79104,316416
2.1485436,-0.04568880081176758,1.3421214,0.18985518999397755,108.18,3.72,106.37,3.72,0.02819232249849124,722,7440,310.0,79360,317440
2.102164,-0.048308098204433915,1.4895017,0.1834899216890335,108.34,3.83,107.07,3.63,0.5179447976601113,722,7464,311.0,79616,318464
2.1308777,-0.047719395216554404,1.47484,0.1840490911900997,110.25,4.2,109.31,3.82,0.3938343729569208,724,7488,312.0,79872,319488
2.1337569,-0.0497948388196528,1.5701331,0.1616372161358595,106.37,3.82,107.3,3.73,0.3386204683445132,717,7512,313.0,80128,320512
2.1435094,-0.0522379195317626,1.5940166,0.16196783125400543,108.58,4.09,110.51,3.91,0.45212456110624255,696,7536,314.0,80384,321536
2.028565,-0.051226890310645104,1.8369528,0.18460171662271022,104.25,4.09,110.25,3.87,0.33302858254966516,724,7560,315.0,80640,322560
2.110098,-0.0527867341414094,1.5674818,0.17006277024745942,101.81,3.97,110.34,3.88,0.5095420677033202,699,7584,316.0,80896,323584
2.020217,-0.05422552915289998,1.9183756,0.18041551776230336,104.73,4.12,109.27,3.9,0.5308001917625129,706,7608,317.0,81152,324608
2.0097702,-0.05472894657403231,1.8108914,0.1840974774211645,107.1,4.18,108.67,3.88,0.32729906034938827,727,7632,318.0,81408,325632
2.0790431,-0.05590808676555753,1.731776,0.1679180981218815,103.29,3.85,108.49,3.87,0.5088996600953035,694,7656,319.0,81664,326656
2.007169,-0.052440339140594004,1.3672152,0.17284260608255864,106.06,3.94,109.31,3.77,0.5350011597543958,682,7680,320.0,81920,327680
2.10281,-0.052189993727952244,1.1280124,0.1495263570919633,106.76,3.89,110.78,3.72,0.5370980792695725,708,7704,321.0,82176,328704
2.0108836,-0.05004954313859344,1.5722076,0.13930715057998896,107.04,3.62,113.67,3.93,0.4526486840502014,709,7728,322.0,82432,329728
2.0465348,-0.052060329839587215,1.5172775,0.13947301242500543,107.19,3.59,112.39,3.88,-0.10432866040184985,701,7752,323.0,82688,330752
2.1020012,-0.054617204749956724,1.5732312,0.14366620931774376,107.21,3.47,112.24,3.92,0.41194971369953937,735,7776,324.0,82944,331776
2.0161796,-0.050985964136198166,1.6053257,0.15431087665259838,108.63,3.47,110.84,3.89,0.4038727504440718,707,7800,325.0,83200,332800
2.0392544,-0.05188744674436748,1.5658472,0.15638101421296596,105.9,3.37,109.11,3.72,0.38878712657444925,720,7824,326.0,83456,333824
2.0608578,-0.05376127396710217,1.4353294,0.1568853871524334,105.62,3.25,110.16,3.89,0.29321654609902004,699,7848,327.0,83712,334848
2.0048277,-0.052555848844349384,1.4451406,0.14465093515813351,100.7,3.05,109.1,3.84,0.34599376533052784,677,7872,328.0,83968,335872
2.1167796,-0.05033967990428209,1.0297104,0.1477670183032751,104.18,3.43,107.27,3.64,-0.014954186499733568,691,7896,329.0,84224,336896
2.122181,-0.05054544914513826,1.0911707,0.13466391820460558,102.59,3.24,109.41,3.72,0.44735375734809524,696,7920,330.0,84480,337920
2.07243,-0.046246017441153524,1.3273062,0.1305248574540019,101.07,3.27,110.83,3.89,0.48403642895074617,698,7944,331.0,84736,338944
2.119146,-0.048578474391251805,1.1082493,0.12662359546869995,98.97,3.21,106.5,3.76,0.23891075866917866,712,7968,332.0,84992,339968
2.2138343,-0.049131331816315654,1.282925,0.11287062752991915,98.76,3.2,105.99,3.71,0.40312690298125686,727,7992,333.0,85248,340992
2.1682477,-0.05055551556870341,1.1895273,0.10535396780818701,99.3,3.21,107.91,3.61,0.30245985332996284,727,8016,334.0,85504,342016
1.9676784,-0.05446205920539796,1.0878937,0.09051436100155115,99.71,3.02,108.74,3.6,0.529465884516675,681,8040,335.0,85760,343040
2.079319,-0.053621354047209024,1.2961733,0.08680103559046984,99.38,2.94,109.25,3.62,0.39663591474846893,711,8064,336.0,86016,344064
2.1483614,-0.05337702623568475,1.3516465,0.08532599534839391,99.35,2.89,113.06,3.82,0.4734827917261826,697,8088,337.0,86272,345088
1.9796305,-0.051112007657065986,1.2881032,0.09531156644225121,96.55,2.64,111.73,3.61,0.3830557536933271,706,8112,338.0,86528,346112
2.0604863,-0.051220807665959,1.1085143,0.11694509528577328,96.39,2.75,111.56,3.67,0.38929053291998583,735,8136,339.0,86784,347136
1.9826897,-0.05146285098977387,1.350804,0.12018459729850292,97.35,2.82,113.24,3.84,0.4564956477878792,692,8160,340.0,87040,348160
2.0366604,-0.04922054285183549,1.3264147,0.13342858240008354,95.95,2.63,110.47,3.56,0.08312573991505234,732,8184,341.0,87296,349184
1.975792,-0.05077174998819828,1.199577,0.1307189614325762,94.87,2.63,110.56,3.54,0.3845984189298429,736,8208,342.0,87552,350208
2.1072097,-0.05275578677654266,1.1429338,0.11124289069324732,94.03,2.56,111.32,3.45,0.512855761219555,743,8232,343.0,87808,351232
2.079123,-0.05283676089718938,1.1011376,0.11826967153698206,91.56,2.6,111.9,3.37,0.373666867182218,725,8256,344.0,88064,352256
2.1431267,-0.05360501457005739,1.073064,0.0976840129122138,92.08,2.59,110.66,3.25,0.6067296100129356,728,8280,345.0,88320,353280
2.1953876,-0.051555954311043026,1.0849379,0.10215154845267534,92.47,2.69,111.09,3.25,0.43429161166867125,722,8304,346.0,88576,354304
2.106436,-0.05000179285183549,0.90959585,0.1095376306399703,93.3,2.75,106.98,3.0,0.5553972154084008,739,8328,347.0,88832,355328
2.150733,-0.05336905296891928,0.96033305,0.10308235675096512,89.13,2.43,104.09,2.8,-0.0033776486903824843,725,8352,348.0,89088,356352
2.1168325,-0.04888669423758984,0.9898051,0.12954721856862306,91.33,2.66,103.18,2.64,0.22716161771568932,725,8376,349.0,89344,357376
2.0424023,-0.05011080306954682,1.1683435,0.12970074065029621,91.69,2.71,100.12,2.52,0.4743490991134469,700,8400,350.0,89600,358400
2.0275533,-0.05215518849901855,1.2405171,0.1409604024887085,93.34,2.79,97.44,2.48,0.38612249130216103,728,8424,351.0,89856,359424
2.095066,-0.04922156871296465,1.0031462,0.14003926321864127,93.32,2.95,95.26,2.54,0.4800382676165098,691,8448,352.0,90112,360448
2.0859985,-0.050686165178194645,1.0076144,0.12035129383206368,92.48,2.84,93.21,2.6,0.16118482239462972,735,8472,353.0,90368,361472
1.9677529,-0.05332289032638073,0.96038,0.1153251926600933,93.94,2.99,92.87,2.82,0.3460258392478025,727,8496,354.0,90624,362496
2.0307655,-0.055146014271304014,0.9870742,0.11567279279232025,94.65,3.14,92.05,2.86,0.24598113458483895,721,8520,355.0,90880,363520
2.1376836,-0.052643950236961244,0.9318081,0.11363305322825909,96.08,3.17,94.76,3.01,0.2614599810896697,729,8544,356.0,91136,364544
2.1176736,-0.051054736161604525,0.90675557,0.11825385883450508,98.11,3.21,97.22,3.29,0.40882657061934413,722,8568,357.0,91392,365568
1.9915633,-0.052247374663129446,1.1798294,0.13071748211979867,98.57,3.3,95.82,3.13,0.14505573218214307,727,8592,358.0,91648,366592
2.1004584,-0.04950297260656953,1.0932224,0.12837346889078616,98.54,3.15,98.05,3.44,0.36525899148730345,723,8616,359.0,91904,367616
2.0986571,-0.05193587403744459,1.2164577,0.13060732319951057,99.9,3.32,98.43,3.44,0.061907787131368464,716,8640,360.0,92160,368640
2.051473,-0.05184169389307499,1.263061,0.12395797543227673,97.65,3.09,99.18,3.4,0.524668404976217,721,8664,361.0,92416,369664
2.0962796,-0.05247014643624425,1.2958382,0.10798257511109113,97.84,3.05,100.43,3.41,0.5808479215030478,715,8688,362.0,92672,370688
2.0709429,-0.04869880361482501,1.1689239,0.09475262220948935,100.62,3.12,100.88,3.42,0.4915324828805404,736,8712,363.0,92928,371712
2.0417275,-0.04942950052209198,1.1864291,0.10763196732848883,100.78,3.09,101.17,3.34,0.4399634793614934,734,8736,364.0,93184,372736
2.0786808,-0.054022123934701086,1.2543156,0.10804612729698419,99.16,2.84,104.1,3.41,0.3893886814903246,699,8760,365.0,93440,373760
2.1454492,-0.05431204966269434,0.96159595,0.11346667446196079,99.49,2.87,103.73,3.45,0.3839826882198588,694,8784,366.0,93696,374784
2.032807,-0.05381952957250178,1.09577,0.12337739426642656,99.43,2.95,104.14,3.32,0.5873608722798358,658,8808,367.0,93952,375808
2.0853856,-0.05221598286181688,1.0398209,0.1095225428417325,99.68,2.82,105.87,3.5,0.47825436392445464,707,8832,368.0,94208,376832
2.0892375,-0.05393588392995298,1.0700264,0.1089759263023734,98.25,2.66,107.56,3.59,0.2691435097738599,682,8856,369.0,94464,377856
2.1105487,-0.051996792061254384,1.104082,0.10344183526933193,99.95,2.77,104.9,3.28,0.3014854868779039,715,8880,370.0,94720,378880
2.010616,-0.050501140290871264,1.0510013,0.11666172835975885,101.57,2.99,106.25,3.45,0.07177220420860564,682,8904,371.0,94976,379904
2.0726728,-0.05325266375206411,1.1685957,0.12662457998842,101.05,3.04,107.9,3.45,0.31175228960838386,663,8928,372.0,95232,380928
2.0293045,-0.05526743239723146,1.0050255,0.13578481260687114,100.02,3.27,108.02,3.43,0.4116945885650244,696,8952,373.0,95488,381952
2.0122502,-0.050344231808558106,1.1157001,0.13838631235063076,98.66,2.94,108.6,3.48,0.494891629569012,684,8976,374.0,95744,382976
2.0852754,-0.04947008262388408,1.0639145,0.12632144674658774,101.25,3.15,106.21,3.35,0.369211091658168,711,9000,375.0,96000,384000
2.0487177,-0.04936949455179274,1.0395551,0.12600257396697997,100.88,3.22,107.16,3.35,0.49880058098276825,699,9024,376.0,96256,385024
2.0613325,-0.05038928548805416,1.070996,0.12883663654327393,100.17,3.21,107.44,3.39,0.47428713882489393,711,9048,377.0,96512,386048
2.100573,-0.051794936265796426,0.95876896,0.1289004647731781,100.36,3.23,108.46,3.39,0.16112118256816732,717,9072,378.0,96768,387072
